ID	Номер участника	Имя	Дата создания	Дата рождения	Пол	Город
2271	9997446498764195	Виктория Александровна Соловьёва	03.11.2021 4:04	12.08.1990	Жен	Минск
2243	7982715935662062	Юрий Дмитрьевич Зайцев	31.10.2021 0:41	10.02.1987	Муж	Минск
2225	4794584741118576	Иван Пётрович Зайцев	29.10.2021 10:24	02.07.1985	Муж	Минск
2210	7628142786740270	Людмила Борисовна Морозова	27.10.2021 21:57	27.10.1980	Жен	Витебск
2265	1256473432117551	Людмила Вячеславовна Комарова	02.11.2021 12:01	08.04.1999	Жен	Брест
2292	7920007883237575	Светлана Андреевна Голубева	05.11.2021 8:24	27.04.1970	Жен	Минск
2293	4653650485234198	Лев Михаилович Лебедев	05.11.2021 9:39	28.08.1992	Муж	Витебск
2366	3355214659879730	Виктор Константинович Макаров	14.11.2021 10:09	14.06.1936	Муж	Брест
2262	7059116861266137	Борис Георгьевич Новиков	02.11.2021 2:08	10.12.1979	Муж	Минск
2222	9042685424591759	Зинаида Викторовна Павлова	29.10.2021 3:58	11.07.1982	Жен	Гомель
2367	9878501657223329	Галина Эдуардовна Смирнова	14.11.2021 18:11	25.11.1947	Жен	Минск
2332	4208416204128012	Наталья Михаиловна Смирнова	10.11.2021 19:40	15.03.1964	Жен	Минск
2353	1425548869377664	Лариса Михаиловна Ковалёва	12.11.2021 18:50	21.07.1990	Жен	Брест
2283	2116876682110122	Владимир Васильевич Петров	04.11.2021 13:07	28.08.1982	Муж	Минск
2355	9683395074011481	Виталий Павлович Васильев	13.11.2021 2:27	03.06.1980	Муж	Могилев
2376	4958001007810541	Дмитрий Витальевич Соловьёв	15.11.2021 22:13	16.07.1964	Муж	Минск
2344	1148890189855007	Евгений Сергеевич Комаров	12.11.2021 1:40	03.06.1950	Муж	Минск
2268	3307289516590678	Мария Юрьевна Андреева	02.11.2021 16:13	29.03.1974	Жен	Гродно
2341	6860592992743432	Алла Аркадьевна Ковалёва	11.11.2021 20:02	09.05.2003	Жен	Гродно
2377	1066969422768814	Тамара Владиславовна Лебедева	15.11.2021 23:01	28.04.1983	Жен	Минск
2226	2507651926429738	Юрий Георгьевич Кузнецов	29.10.2021 12:37	13.08.1977	Муж	Гомель
2249	5915194818315291	Галина Григорьевна Новикова	31.10.2021 21:29	20.12.1971	Жен	Брест
2250	2152755675140851	Альберт Васильевич Гусев	31.10.2021 22:32	16.09.1967	Муж	Минск
2361	9398312209214216	Аркадий Валерьевич Смирнов	13.11.2021 15:59	18.09.1996	Муж	Гродно
2357	4868614166818789	Вера Леонидовна Семёнова	13.11.2021 7:46	13.03.1993	Жен	Минск
2270	6466601505946934	Владислав Васильевич Соловьёв	03.11.2021 0:28	16.04.2004	Муж	Брест
2232	7364915543672094	Иван Георгьевич Голубев	29.10.2021 22:21	03.03.1996	Муж	Барановичи
2368	8343549510993934	Вадим Александрович Соловьёв	14.11.2021 20:28	08.12.1979	Муж	Минск
2233	9844296832781342	Игорь Эдуардович Морозов	30.10.2021 1:55	08.07.1975	Муж	Брест
2251	9949466835511529	Иван Романович Куликов	31.10.2021 22:40	29.05.2000	Муж	Брест
2234	1703812391566302	Сергей Константинович Козлов	30.10.2021 2:32	07.06.1961	Муж	Минск
2374	1364933852923212	Владимир Валентинович Соловьёв	15.11.2021 18:12	31.01.1964	Муж	Гомель
2235	8907101942751032	Карина Альбертовна Павлова	30.10.2021 3:59	14.04.1997	Жен	Минск
2272	6889960979810357	Зоя Юрьевна Макарова	03.11.2021 5:32	06.04.1998	Жен	Могилев
2237	1540676969333153	Дмитрий Александрович Баранов	30.10.2021 9:00	29.04.2003	Муж	Минск
2350	8078494594130302	Лидия Сергеевна Ильина	12.11.2021 13:04	11.08.1969	Жен	Брест
2290	3472232980849230	Надежда Альбертовна Воробьёва	05.11.2021 5:17	10.04.1983	Жен	Минск
2373	6914405006478214	Евгения Викторовна Богданова	15.11.2021 17:51	25.06.1965	Жен	Минск
2326	2665685448329674	Юлия Ивановна Андреева	10.11.2021 4:45	06.09.1993	Жен	Минск
2309	8387989591110439	Альберт Дмитрьевич Павлов	07.11.2021 15:39	17.11.1973	Муж	Минск
2244	4057240946862183	Любовь Валентиновна Петрова	31.10.2021 3:31	17.08.1982	Жен	Барановичи
2358	6475193773423945	Клавдия Витальевна Иванова	13.11.2021 9:29	07.04.1990	Жен	Могилев
2246	4592592062385222	Геннадий Дмитрьевич Козлов	31.10.2021 14:33	03.10.1979	Муж	Минск
2398	4006811947451101	Алексей Геннадьевич Иванов	18.11.2021 2:38	04.08.1971	Муж	Гродно
2379	5175387934118648	Иван Игорьевич Ильин	16.11.2021 6:42	06.03.1978	Муж	Минск
2330	5803305481359204	Фёдор Григорьевич Макаров	10.11.2021 17:02	01.07.1984	Муж	Минск
2343	8276655530075980	Наталья Витальевна Новикова	11.11.2021 23:58	25.12.1994	Жен	Брест
2380	2203431038738750	Борис Васильевич Соколов	16.11.2021 10:13	17.02.1990	Муж	Могилев
2408	6665600652085618	Ирина Евгеньевна Кузьмина	18.11.2021 22:31	19.10.1968	Жен	Минск
2405	9797766564566144	Юрий Владимирович Белов	18.11.2021 15:20	14.05.1971	Муж	Брест
2411	3769544284832011	Павел Александрович Куликов	19.11.2021 16:25	02.04.1971	Муж	Минск
2319	5618727061096483	Алексей Витальевич Голубев	09.11.2021 1:20	08.10.1971	Муж	Могилев
2258	3892398711937885	Марина Владиславовна Лебедева	01.11.2021 17:19	10.08.1995	Жен	Минск
2338	7850808562585416	Надежда Сергеевна Беляева	11.11.2021 11:41	21.08.1980	Жен	Минск
2354	8216849418108567	Роман Григорьевич Попов	12.11.2021 23:59	16.04.1961	Муж	Брест
2388	6497978680686939	Павел Борисович Михайлов	17.11.2021 6:45	08.06.1987	Муж	Минск
2329	8799095829354736	Леонид Альбертович Белов	10.11.2021 12:21	08.04.1937	Муж	Барановичи
2263	9873257308781205	Григорий Александрович Кузнецов	02.11.2021 4:41	08.03.1970	Муж	Минск
2365	7607635147176668	Александра Пётровна Ковалёва	14.11.2021 9:25	07.02.1988	Жен	Минск
2383	4337756018517262	Карина Анатольевна Ковалёва	16.11.2021 20:04	21.12.2002	Жен	Брест
2323	9779352250554005	Олег Олегович Новиков	09.11.2021 11:49	30.10.1992	Муж	Могилев
2300	4844124861701308	Зинаида Альбертовна Фёдорова	05.11.2021 22:15	16.10.1973	Жен	Минск
2267	6134863135725491	Лидия Эдуардовна Гусева	02.11.2021 15:17	10.09.1977	Жен	Минск
2393	9392720377764926	Лев Сергеевич Воробьёв	17.11.2021 15:06	22.12.1955	Муж	Брест
2333	3969727305971896	Иван Германович Зайцев	10.11.2021 22:15	04.07.1982	Муж	Минск
2348	3568924008074164	Евгений Александрович Ковалёв	12.11.2021 6:39	19.04.1984	Муж	Гомель
2378	8685831823458388	Зоя Георгьевна Виноградова	16.11.2021 3:41	15.12.1984	Жен	Гродно
2369	2075428236673753	Геннадий Леонидович Фёдоров	15.11.2021 1:40	26.10.1986	Муж	Минск
2428	3980519066241647	Дмитрий Андреевич Морозов	21.11.2021 19:38	01.01.2000	Муж	Минск
2420	4501880102387131	Ираида Алексеевна Комарова	20.11.2021 19:18	30.06.1985	Жен	Барановичи
2336	4077256984882674	Николай Анатольевич Виноградов	11.11.2021 4:17	26.01.1958	Муж	Гродно
2399	7321233126625426	Андрей Григорьевич Семёнов	18.11.2021 5:35	16.08.1977	Муж	Брест
2372	2841975112707084	Елена Львовна Петрова	15.11.2021 16:31	07.10.1999	Жен	Минск
2304	3145163253978570	Алексей Борисович Баранов	06.11.2021 15:57	12.10.1984	Муж	Минск
2395	7746082098816429	Анатолий Аркадьевич Новиков	17.11.2021 19:49	12.07.1986	Муж	Брест
2280	9540229315727044	Елена Аркадьевна Новикова	04.11.2021 4:07	11.11.1984	Жен	Минск
2360	3228106682677799	Станислав Юрьевич Морозов	13.11.2021 12:49	06.01.1987	Муж	Минск
2346	4973970196577772	Валерий Андреевич Иванов	12.11.2021 5:01	24.08.1982	Муж	Минск
2347	2875799069343987	Дмитрий Германович Андреев	12.11.2021 5:57	25.02.1964	Муж	Брест
2311	6573179746145718	Александр Фёдорович Титов	07.11.2021 21:08	14.02.2000	Муж	Минск
2306	5299621433184682	Светлана Витальевна Павлова	06.11.2021 23:32	02.11.1976	Жен	Гомель
2295	1668462317716921	Евгений Валентинович Андреев	05.11.2021 14:10	10.09.1965	Муж	Гродно
2288	2424845659095496	Лариса Георгьевна Семёнова	05.11.2021 3:26	11.11.2002	Жен	Минск
2422	3513467731482772	Ольга Леонидовна Павлова	20.11.2021 21:53	10.07.1992	Жен	Минск
2459	7107013729232233	Елена Фёдоровна Голубева	24.11.2021 21:53	26.05.1982	Жен	Брест
2401	5248449644319609	Евгения Альбертовна Куликова	18.11.2021 7:44	16.10.2000	Жен	Минск
2446	2982157074165000	Эдуард Сергеевич Комаров	23.11.2021 13:24	11.08.2003	Муж	Могилев
2294	2244658536055005	Геннадий Сергеевич Баранов	05.11.2021 12:00	20.07.1956	Муж	Брест
2436	2343421657212949	Любовь Владиславовна Комарова	22.11.2021 21:46	13.11.1952	Жен	Гродно
2382	3797237764185116	Фёдор Аркадьевич Лебедев	16.11.2021 18:12	23.09.1976	Муж	Брест
2296	7630334657219902	Зинаида Вадимовна Смирнова	05.11.2021 18:50	01.03.1948	Жен	Брест
2423	8943643615285716	Дмитрий Владимирович Воробьёв	21.11.2021 6:02	10.08.1942	Муж	Минск
2453	9765727978467935	Клавдия Георгьевна Андреева	24.11.2021 4:08	29.05.2003	Жен	Минск
2400	1824507331508153	Олег Анатольевич Комаров	18.11.2021 7:00	31.05.1936	Муж	Гомель
2299	3902881399322585	Леонид Георгьевич Васильев	05.11.2021 21:51	07.11.1968	Муж	Брест
2438	4260301954856597	Надежда Альбертовна Васильева	22.11.2021 22:43	15.11.1983	Жен	Брест
2448	9894238715905829	Анна Вадимовна Титова	23.11.2021 20:59	15.02.1975	Жен	Брест
2402	1872958886246341	Светлана Павловна Смирнова	18.11.2021 8:03	11.07.1979	Жен	Минск
2386	1961054592812572	Юлия Геннадьевна Михайлова	17.11.2021 4:37	09.04.2001	Жен	Минск
2364	8986866516921677	Паулина Ивановна Ильина	14.11.2021 4:27	06.07.1972	Жен	Минск
2426	9367495041960510	Наталья Константиновна Семёнова	21.11.2021 14:58	14.02.1935	Жен	Брест
2454	6452482096419253	Иван Станиславович Кузнецов	24.11.2021 6:23	25.10.1997	Муж	Минск
2442	8763741042067249	Вера Дмитрьевна Киселёва	23.11.2021 6:15	26.02.1976	Жен	Минск
2429	2580959731819722	Вячеслав Анатольевич Беляев	21.11.2021 23:53	09.06.1990	Муж	Брест
2407	5214200537394995	Людмила Борисовна Зайцева	18.11.2021 19:29	06.10.1976	Жен	Минск
2416	3233053243494360	Евгений Иванович Андреев	20.11.2021 10:09	22.03.1978	Муж	Брест
2339	8056770291698750	Сергей Сергеевич Волков	11.11.2021 12:21	16.04.1986	Муж	Брест
2458	7080977095194650	Павел Владимирович Смирнов	24.11.2021 20:18	02.02.1979	Муж	Минск
2409	8313598414009213	Пётр Владиславович Ильин	19.11.2021 5:53	23.09.1985	Муж	Гродно
2371	7340526725524366	Алла Анатольевна Киселёва	15.11.2021 10:07	13.05.1999	Жен	Минск
2427	7362748358310260	Виталий Игорьевич Павлов	21.11.2021 17:24	29.07.1992	Муж	Витебск
2394	7703853232288782	Тамара Юрьевна Павлова	17.11.2021 17:30	05.03.1936	Жен	Минск
2317	4052796421975343	Светлана Александровна Баранова	08.11.2021 21:02	02.02.1975	Жен	Минск
2434	9891629426002565	Алексей Юрьевич Кузнецов	22.11.2021 18:12	16.07.1985	Муж	Гомель
2467	7615600444009481	Игорь Игорьевич Кузнецов	25.11.2021 20:15	19.06.1935	Муж	Гомель
2431	8907298061356193	Анатолий Евгеньевич Петров	22.11.2021 2:43	12.07.2001	Муж	Брест
2320	4320565773329696	Вера Альбертовна Попова	09.11.2021 3:11	07.07.1971	Жен	Брест
2359	2435537039476187	Борис Игорьевич Зайцев	13.11.2021 11:33	03.12.1993	Муж	Минск
2475	1521709505568335	Алла Никольевна Волкова	26.11.2021 10:55	27.10.1960	Жен	Минск
2473	6599052948504554	Инна Вячеславовна Петрова	26.11.2021 9:13	11.07.2000	Жен	Могилев
2412	8218930326179890	Тамара Васильевна Соловьёва	19.11.2021 18:48	24.02.1984	Жен	Гомель
2415	5135313988312099	Борис Вадимович Козлов	20.11.2021 6:21	10.11.1988	Муж	Могилев
2325	7825190217216283	Альбина Дмитрьевна Куликова	09.11.2021 23:16	03.08.2000	Жен	Гродно
2363	3829438467046869	Валерий Фёдорович Ильин	14.11.2021 2:42	31.05.1954	Муж	Минск
2479	5463885697401337	Сергей Васильевич Баранов	27.11.2021 1:28	25.10.1975	Муж	Минск
2432	1388096833751853	Валерий Константинович Куликов	22.11.2021 8:26	05.05.1951	Муж	Брест
2328	4652416027218079	Нелли Валентиновна Михайлова	10.11.2021 11:35	17.11.1956	Жен	Могилев
2469	6134732910133916	Фёдор Вячеславович Ильин	26.11.2021 0:31	07.06.1957	Муж	Минск
2445	3953310530123862	Валентин Станиславович Виноградов	23.11.2021 11:31	26.01.1976	Муж	Минск
2417	4455876430995888	Эдуард Львович Лебедев	20.11.2021 13:41	30.08.1979	Муж	Гомель
2404	6673418488100283	Лариса Альбертовна Попова	18.11.2021 11:51	23.07.1974	Жен	Минск
2466	5140742560321808	Тамара Павловна Титова	25.11.2021 17:42	06.06.1988	Жен	Гомель
2334	7306842796399555	Дмитрий Аркадьевич Соловьёв	10.11.2021 23:25	08.04.1985	Муж	Минск
2481	9807400130171841	Нина Сергеевна Кудрявцева	27.11.2021 14:21	30.06.1995	Жен	Минск
2485	7006984113197353	Нина Павловна Кудрявцева	28.11.2021 4:36	19.08.1986	Жен	Минск
2337	5896305511799250	Андрей Алексеевич Кузьмин	11.11.2021 4:26	02.07.1983	Муж	Минск
2410	1293156923267187	Евгения Игорьевна Богданова	19.11.2021 8:10	05.01.1987	Жен	Минск
2340	8504995089956801	Марина Андреевна Куликова	11.11.2021 15:42	15.10.2002	Жен	Могилев
2389	5604340589272615	Вера Аркадьевна Баранова	17.11.2021 8:01	24.01.1975	Жен	Минск
2437	8565224448545686	Михаил Андреевич Воробьёв	22.11.2021 22:06	28.05.1976	Муж	Минск
2342	6368066439796698	Галина Георгьевна Фёдорова	11.11.2021 22:16	16.03.1987	Жен	Минск
2413	1935628923744775	Василий Александрович Волков	20.11.2021 1:29	05.06.1974	Муж	Минск
2502	1676469266496890	Сергей Никольевич Лебедев	30.11.2021 5:37	21.06.1978	Муж	Гомель
2495	1934056371860771	Тамара Юрьевна Волкова	29.11.2021 9:10	10.12.1975	Жен	Минск
2345	2923457553412947	Клавдия Георгьевна Морозова	12.11.2021 3:04	15.01.2001	Жен	Минск
2456	1086466398364038	Евгения Васильевна Петрова	24.11.2021 18:07	11.11.1955	Жен	Барановичи
2497	1739902355689895	Инна Никольевна Кудрявцева	29.11.2021 14:46	31.12.1979	Жен	Брест
2463	5190796185452397	Лидия Вячеславовна Ковалёва	25.11.2021 7:43	06.01.1963	Жен	Минск
2450	2912610717887087	Анна Витальевна Козлова	24.11.2021 0:16	09.11.1981	Жен	Брест
2444	3628226123385039	Григорий Романович Козлов	23.11.2021 10:13	19.02.1957	Муж	Брест
2476	8603499340507362	Герман Геннадьевич Титов	26.11.2021 14:40	28.12.2002	Муж	Витебск
2424	8280308762340436	Александр Фёдорович Кудрявцев	21.11.2021 11:54	13.02.1947	Муж	Брест
2484	3448555171619463	Инна Сергеевна Кузнецова	28.11.2021 1:42	15.05.1981	Жен	Минск
2455	2132069485139678	Валерий Германович Голубев	24.11.2021 11:33	02.07.1983	Муж	Брест
2356	2470085502479142	Александр Романович Кузьмин	13.11.2021 6:01	15.10.2004	Муж	Могилев
2486	1161192895386735	Вадим Валентинович Попов	28.11.2021 7:56	31.10.1956	Муж	Минск
2509	7101647559355653	Валентина Викторовна Белова	01.12.2021 14:11	10.09.1972	Жен	Минск
2516	4315304834834695	Юрий Романович Попов	02.12.2021 12:39	08.06.2001	Муж	Гродно
2465	8357361671901413	Александра Дмитрьевна Гусева	25.11.2021 12:19	04.08.1982	Жен	Минск
2452	1990467576786263	Георгий Витальевич Васильев	24.11.2021 2:41	03.05.1991	Муж	Могилев
2362	2376954115796853	Валентин Константинович Новиков	13.11.2021 21:00	06.01.1988	Муж	Гомель
2457	4790375267503133	Екатерина Алексеевна Морозова	24.11.2021 19:10	03.07.1988	Жен	Барановичи
2513	9567702372949322	Марина Валентиновна Семёнова	02.12.2021 2:52	23.10.1955	Жен	Гродно
2498	2097381138190508	Евгений Витальевич Лебедев	29.11.2021 21:15	24.09.1986	Муж	Могилев
2440	1025821353427395	Юлия Станиславовна Макарова	23.11.2021 3:21	12.08.1954	Жен	Витебск
2517	5861405655665666	Ольга Романовна Волкова	02.12.2021 14:56	14.05.2001	Жен	Минск
2529	4782572400733895	Юлия Геннадьевна Соловьёва	03.12.2021 18:10	26.12.2002	Жен	Витебск
2370	9884049989173712	Марина Михаиловна Комарова	15.11.2021 5:00	20.03.1945	Жен	Брест
2397	4381839231513755	Андрей Геннадьевич Волков	18.11.2021 1:48	24.03.1970	Муж	Минск
2533	1656133553800604	Лариса Дмитрьевна Иванова	03.12.2021 22:47	04.06.1976	Жен	Минск
2384	2366028123379970	Борис Леонидович Морозов	16.11.2021 21:46	15.07.1955	Муж	Минск
2468	4633486327306889	Галина Никольевна Соколова	25.11.2021 22:51	27.04.1948	Жен	Витебск
2478	7477352501668229	Юлия Дмитрьевна Ковалёва	26.11.2021 22:56	04.09.1972	Жен	Брест
2375	1261217853627756	Борис Фёдорович Беляев	15.11.2021 20:50	10.03.1995	Муж	Минск
2443	8246404620745862	Константин Юрьевич Орлов	23.11.2021 8:10	02.04.1974	Муж	Гомель
2447	4154020282010115	Наталья Александровна Беляева	23.11.2021 15:14	17.07.1987	Жен	Гродно
2439	7755620323420603	Пётр Викторович Беляев	22.11.2021 23:35	25.02.1965	Муж	Минск
2421	3343279965394504	Дмитрий Григорьевич Михайлов	20.11.2021 20:43	22.08.1996	Муж	Брест
2381	8304608813294553	Евгения Дмитрьевна Козлова	16.11.2021 12:19	27.06.1951	Жен	Гомель
2532	7257118202872705	Нина Станиславовна Орлова	03.12.2021 21:20	09.03.1983	Жен	Брест
2474	1163562625763170	Андрей Аркадьевич Тарасов	26.11.2021 9:41	21.12.2001	Муж	Минск
2505	7368272597904493	Клавдия Владиславовна Воробьёва	30.11.2021 19:08	30.11.1984	Жен	Могилев
2531	5031603596939704	Марина Витальевна Кудрявцева	03.12.2021 19:45	24.06.1978	Жен	Минск
2385	6830712611218661	Михаил Романович Белов	17.11.2021 2:10	25.09.1970	Муж	Минск
2464	7818198137047396	Пётр Григорьевич Павлов	25.11.2021 10:47	28.08.1957	Муж	Минск
2387	5470882303106820	Татьяна Александровна Тарасова	17.11.2021 5:13	06.06.1968	Жен	Минск
2512	1949858429892368	Валентина Аркадьевна Морозова	01.12.2021 22:11	09.11.1995	Жен	Брест
2470	2052228290523569	Вячеслав Анатольевич Новиков	26.11.2021 3:43	12.05.1971	Муж	Минск
2390	3501136807217858	Любовь Борисовна Кудрявцева	17.11.2021 11:00	08.12.2002	Жен	Минск
2391	6634830001425585	Алла Александровна Виноградова	17.11.2021 12:22	23.09.1971	Жен	Минск
2536	3905344735813088	Николай Игорьевич Куликов	04.12.2021 6:34	10.06.1977	Муж	Минск
2392	9683256330291085	Василий Германович Павлов	17.11.2021 12:59	08.03.1965	Муж	Минск
2460	9311469018971705	Владислав Вячеславович Фёдоров	24.11.2021 23:08	04.06.1944	Муж	Минск
2514	7866432217484030	Анна Альбертовна Васильева	02.12.2021 4:45	18.07.2001	Жен	Брест
2541	8770677680741474	Елена Алексеевна Павлова	04.12.2021 21:19	05.03.1987	Жен	Могилев
2396	1306260723042801	Алевтина Пётровна Беляева	17.11.2021 23:24	07.01.1971	Жен	Минск
2508	7733852905568414	Елена Сергеевна Голубева	01.12.2021 11:07	01.11.1973	Жен	Минск
2496	2816943473481851	Виталий Станиславович Семёнов	29.11.2021 13:17	27.03.1993	Муж	Витебск
2503	8780060008183384	Николай Борисович Белов	30.11.2021 8:57	30.01.1977	Муж	Гомель
2552	4378325660673607	Надежда Викторовна Васильева	06.12.2021 4:35	30.09.1995	Жен	Минск
2510	6709915781907581	Анатолий Юрьевич Виноградов	01.12.2021 16:38	15.05.1999	Муж	Минск
2403	7915648108908085	Лариса Евгеньевна Соловьёва	18.11.2021 10:55	19.03.1984	Жен	Могилев
2483	8220741255852980	Альберт Евгеньевич Орлов	27.11.2021 23:13	22.02.1992	Муж	Витебск
2537	9990764163051743	Татьяна Ивановна Беляева	04.12.2021 8:45	18.08.1955	Жен	Минск
2547	5058193440570990	Григорий Иванович Баранов	05.12.2021 11:49	26.07.2002	Муж	Могилев
2406	2385875540040980	Алексей Дмитрьевич Макаров	18.11.2021 17:19	15.08.1991	Муж	Минск
2523	6419414814852433	Эдуард Альбертович Кудрявцев	03.12.2021 1:20	14.06.1979	Муж	Минск
2553	5488881892721498	Аркадий Аркадьевич Макаров	06.12.2021 7:15	25.08.1998	Муж	Минск
2520	8212231256798973	Марина Львовна Смирнова	02.12.2021 20:55	28.05.1976	Жен	Минск
2451	1398588777231294	Владислав Юрьевич Ковалёв	24.11.2021 1:00	13.10.1990	Муж	Витебск
2506	7711742731162467	Наталья Никольевна Баранова	01.12.2021 2:37	23.10.1976	Жен	Витебск
2435	4956797113939340	Валентин Григорьевич Воробьёв	22.11.2021 19:45	05.06.2004	Муж	Минск
2539	6138446959289011	Алексей Вячеславович Баранов	04.12.2021 13:10	30.11.1987	Муж	Брест
2526	5596416639382379	Леонид Фёдорович Титов	03.12.2021 12:04	22.03.1992	Муж	Брест
2414	1422144803951460	Евгения Ивановна Кузьмина	20.11.2021 4:20	25.12.1989	Жен	Минск
2501	1156402931909477	Виктория Константиновна Кудрявцева	30.11.2021 5:17	28.07.1996	Жен	Гомель
2528	1746953429393773	Виктор Евгеньевич Комаров	03.12.2021 16:31	06.02.1999	Муж	Могилев
2554	5655423311525357	Валентин Михаилович Белов	06.12.2021 15:06	20.11.1984	Муж	Витебск
2418	8332027212290473	Александр Иванович Павлов	20.11.2021 16:54	28.04.1994	Муж	Минск
2544	5503869394700595	Фёдор Михаилович Белов	05.12.2021 5:06	11.11.1982	Муж	Барановичи
2419	8965499053128737	Павел Борисович Зайцев	20.11.2021 18:42	19.02.1987	Муж	Минск
2571	1365051663198860	Василий Вячеславович Орлов	08.12.2021 18:14	14.05.1981	Муж	Брест
2555	3127582655245797	Галина Вячеславовна Баранова	06.12.2021 15:23	15.02.1985	Жен	Могилев
2588	4336925920244470	Алла Геннадьевна Соколова	10.12.2021 12:24	12.08.1974	Жен	Брест
2499	8537971712707743	Антонина Александровна Кузьмина	29.11.2021 22:42	18.04.1961	Жен	Минск
2461	9195542839916787	Антонина Юрьевна Соколова	25.11.2021 5:54	12.02.2003	Жен	Минск
2425	3617793841641398	Любовь Андреевна Иванова	21.11.2021 13:53	21.02.1941	Жен	Гомель
2545	5422263236366263	Аркадий Геннадьевич Богданов	05.12.2021 10:04	30.11.2001	Муж	Минск
2559	5647088986084633	Виталий Станиславович Семёнов	07.12.2021 8:25	30.03.1985	Муж	Могилев
2561	9618894349852028	Владимир Аркадьевич Попов	07.12.2021 9:14	15.08.1970	Муж	Минск
2482	7049044604875435	Алевтина Геннадьевна Петрова	27.11.2021 16:06	21.03.1994	Жен	Брест
2430	8853298557295118	Евгений Константинович Андреев	22.11.2021 0:35	10.06.1974	Муж	Могилев
2563	7495690505279974	Михаил Вадимович Фёдоров	07.12.2021 16:35	07.08.1991	Муж	Гомель
2441	5746952948941803	Екатерина Анатольевна Голубева	23.11.2021 4:43	06.05.1996	Жен	Барановичи
2433	7211162276951539	Надежда Аркадьевна Соколова	22.11.2021 11:08	11.07.1990	Жен	Минск
2462	4998166809921740	Григорий Андреевич Фёдоров	25.11.2021 6:00	06.10.1989	Муж	Минск
2570	4967615883175702	Алла Васильевна Зайцева	08.12.2021 15:35	16.02.1996	Жен	Брест
2581	5547996913595643	Вера Владимировна Кудрявцева	09.12.2021 20:08	02.08.1965	Жен	Могилев
2568	7668328684033934	Вера Алексеевна Воробьёва	08.12.2021 10:31	27.07.1997	Жен	Брест
2504	4645696048785405	Марина Георгьевна Зайцева	30.11.2021 15:37	03.08.1964	Жен	Минск
2490	7732259247612256	Лариса Альбертовна Соловьёва	28.11.2021 15:12	02.09.1950	Жен	Барановичи
2527	8356558324838495	Людмила Григорьевна Комарова	03.12.2021 15:26	22.07.1964	Жен	Витебск
2518	4638699347681311	Александр Георгьевич Орлов	02.12.2021 18:44	24.06.1942	Муж	Брест
2551	5844667199435233	Геннадий Павлович Зайцев	05.12.2021 21:39	10.05.2003	Муж	Минск
2585	7430364439133204	Вера Викторовна Голубева	10.12.2021 8:10	12.02.1981	Жен	Минск
2598	5249795472200409	Василий Германович Воробьёв	11.12.2021 22:38	10.07.1997	Муж	Минск
2587	9065952873285584	Инна Павловна Ильина	10.12.2021 11:12	21.07.1981	Жен	Могилев
2566	9977498324525350	Роман Олегович Ковалёв	08.12.2021 1:14	17.01.1962	Муж	Минск
2449	5448707960020755	Михаил Станиславович Беляев	23.11.2021 21:41	28.05.1979	Муж	Минск
2606	9236260200337502	Елена Валентиновна Киселёва	13.12.2021 6:46	07.12.1999	Жен	Гродно
2580	5035570163303546	Ирина Ивановна Комарова	09.12.2021 18:00	28.05.1996	Жен	Витебск
2534	1780507161640572	Виктория Альбертовна Гусева	04.12.2021 3:58	24.06.1995	Жен	Витебск
2576	4596513375147686	Аркадий Юрьевич Гусев	09.12.2021 7:26	06.06.1970	Муж	Брест
2575	3321922358585624	Алла Васильевна Андреева	09.12.2021 4:59	12.05.1992	Жен	Минск
2582	9134533950734789	Виталий Анатольевич Морозов	10.12.2021 2:49	29.12.1972	Муж	Гродно
2579	2564067792599943	Мария Викторовна Морозова	09.12.2021 13:42	18.02.1987	Жен	Минск
2599	9314078549597335	Павел Евгеньевич Кузнецов	12.12.2021 0:55	11.10.2004	Муж	Брест
2567	8515767696377300	Аркадий Валентинович Андреев	08.12.2021 6:23	19.02.1996	Муж	Минск
2618	9818429900456894	Георгий Игорьевич Соколов	14.12.2021 21:20	30.12.1981	Муж	Гомель
2540	1495707493055012	Игорь Павлович Семёнов	04.12.2021 20:03	30.06.1976	Муж	Барановичи
2522	4164120178386642	Альбина Игорьевна Михайлова	03.12.2021 0:24	26.02.1979	Жен	Барановичи
2591	3925380368257330	Леонид Павлович Богданов	11.12.2021 3:12	05.11.1998	Муж	Гомель
2616	3806036901819125	Антонина Евгеньевна Иванова	14.12.2021 13:48	12.05.1984	Жен	Гомель
2521	1232505405321234	Леонид Романович Комаров	02.12.2021 22:43	13.08.2003	Муж	Витебск
2622	9034655877472783	Лариса Вадимовна Макарова	15.12.2021 6:11	21.08.1975	Жен	Минск
2623	1918234162032624	Екатерина Альбертовна Богданова	15.12.2021 7:14	18.06.1952	Жен	Гомель
2602	1982286430127361	Лидия Анатольевна Богданова	12.12.2021 7:57	22.06.1991	Жен	Минск
2548	5446606516061931	Инна Станиславовна Ильина	05.12.2021 13:31	31.10.1985	Жен	Минск
2525	9876093126277299	Зоя Анатольевна Лебедева	03.12.2021 4:42	24.03.1981	Жен	Минск
2471	8714897549107568	Борис Андреевич Иванов	26.11.2021 6:31	08.03.1987	Муж	Минск
2546	4297509393479204	Нелли Германовна Куликова	05.12.2021 10:39	23.02.1976	Жен	Минск
2472	7824021298846512	Юлия Львовна Беляева	26.11.2021 7:06	15.09.1979	Жен	Могилев
